shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
990005:99913,4551,47.555447,-122.290092,69040.47
990005:99913,4552,47.554375,-122.289612,69447.77
990005:99913,4553,47.553963,-122.289421,69604.17
990005:99913,4554,47.551331,-122.288155,70614.67
990005:99913,4555,47.549553,-122.287292,71298.47
990005:99913,4556,47.546642,-122.285896,72415.27
990005:99913,4557,47.545429,-122.285286,72881.87
990005:99913,4558,47.540833,-122.283066,74645.57
990005:99913,4559,47.537556,-122.281372,75910.37
990005:99913,4560,47.537102,-122.281143,76084.77
990005:99913,4561,47.536839,-122.281021,76187.77
990005:99913,4562,47.536644,-122.280952,76259.17
990005:99913,4563,47.536453,-122.280899,76330.67
990005:99913,4564,47.536259,-122.280853,76402.17
990005:99913,4565,47.536068,-122.280830,76473.57
990005:99913,4566,47.535900,-122.280815,76533.47
990005:99913,4567,47.535732,-122.280800,76594.97
990005:99913,4568,47.529778,-122.280693,78766.67
990005:99913,4569,47.529449,-122.280663,78885.47
990005:99913,4570,47.529140,-122.280624,78999.27
990005:99913,4571,47.528957,-122.280571,79069.27
990005:99913,4572,47.528767,-122.280518,79139.27
990005:99913,4573,47.528557,-122.280434,79218.07
990005:99913,4574,47.528370,-122.280365,79287.97
990005:99913,4575,47.525982,-122.279152,80210.67
990005:99913,4576,47.525787,-122.279053,80285.17
990005:99913,4577,47.525635,-122.278999,80342.97
990005:99913,4578,47.525475,-122.278946,80400.77
990005:99913,4579,47.525322,-122.278900,80458.47
990005:99913,4580,47.525166,-122.278877,80516.27
990005:99913,4581,47.524971,-122.278862,80588.47
990005:99913,4582,47.524769,-122.278862,80660.77
990005:99913,4583,47.524571,-122.278877,80732.97
990005:99913,4584,47.524372,-122.278900,80805.27
990005:99913,4585,47.524166,-122.278961,80881.37
990005:99913,4586,47.523292,-122.279221,81206.97
990005:99913,4587,47.522514,-122.279419,81497.67
990005:99913,4588,47.522251,-122.279488,81592.77
990005:99913,4589,47.521679,-122.279640,81805.27
990005:99913,4590,47.520859,-122.279861,82109.87
990005:99913,4591,47.520641,-122.279915,82190.27
990005:99913,4592,47.520348,-122.279968,82298.07
990005:99913,4593,47.520027,-122.279999,82414.87
990005:99913,4594,47.519852,-122.279999,82477.67
990005:99913,4595,47.519688,-122.279999,82540.57
990005:99913,4596,47.519486,-122.279968,82612.47
990005:99913,4597,47.519314,-122.279953,82675.37
990005:99913,4598,47.519020,-122.279884,82783.07
990005:99913,4599,47.518547,-122.279747,82960.57
990005:99913,4600,47.517834,-122.279549,83224.67
990005:99913,4601,47.517231,-122.279396,83445.67
990005:99913,4602,47.516693,-122.279274,83646.47
990005:99913,4603,47.515656,-122.279068,84026.67
990005:99913,4604,47.515411,-122.279022,84116.77
990005:99913,4605,47.514549,-122.278931,84432.27
990005:99913,4606,47.513725,-122.278877,84732.67
990005:99913,4607,47.513424,-122.278847,84844.47
990005:99913,4608,47.512222,-122.278671,85283.47
990005:99913,4609,47.510654,-122.278481,85859.67
990005:99913,4610,47.510334,-122.278450,85976.17
990005:99913,4611,47.510006,-122.278435,86093.47
990005:99913,4612,47.509323,-122.278427,86345.07
990005:99913,4613,47.509174,-122.278427,86397.97
990005:99913,4614,47.509060,-122.278435,86440.67
990005:99913,4615,47.508926,-122.278481,86489.97
990005:99913,4616,47.508781,-122.278519,86544.67
990005:99913,4617,47.508633,-122.278587,86599.37
990005:99913,4618,47.508511,-122.278671,86648.57
990005:99913,4619,47.508362,-122.278778,86708.77
990005:99913,4620,47.508236,-122.278893,86763.47
990005:99913,4621,47.508102,-122.279037,86823.67
990005:99913,4622,47.507988,-122.279175,86878.37
990005:99913,4623,47.507877,-122.279350,86938.47
990005:99913,4624,47.507778,-122.279533,86993.27
990005:99913,4625,47.507679,-122.279724,87053.37
990005:99913,4626,47.507610,-122.279915,87108.07
990005:99913,4627,47.507523,-122.280174,87179.17
990005:99913,4628,47.507458,-122.280449,87250.27
990005:99913,4629,47.507408,-122.280716,87320.97
990005:99913,4630,47.507378,-122.281021,87395.07
990005:99913,4631,47.507366,-122.281349,87474.47
990005:99913,4632,47.507034,-122.287712,89053.47
990005:99913,4633,47.507027,-122.287933,89107.37
990005:99913,4634,47.507008,-122.288139,89158.77
990005:99913,4635,47.506985,-122.288300,89199.87
990005:99913,4636,47.506962,-122.288437,89235.97
990005:99913,4637,47.506920,-122.288605,89277.37
990005:99913,4638,47.506878,-122.288780,89323.87
990005:99913,4639,47.506828,-122.288918,89365.17
990005:99913,4640,47.506763,-122.289078,89411.67
990005:99913,4641,47.506687,-122.289246,89458.17
990005:99913,4642,47.506615,-122.289383,89504.67
990005:99913,4643,47.506519,-122.289528,89551.07
990005:99913,4644,47.506439,-122.289642,89592.47
990005:99913,4645,47.506355,-122.289749,89633.77
990005:99913,4646,47.506245,-122.289848,89680.27
990005:99913,4647,47.506138,-122.289955,89726.77
990005:99913,4648,47.506027,-122.290039,89773.17
990005:99913,4649,47.505920,-122.290092,89814.57
990005:99913,4650,47.505795,-122.290161,89860.97
990005:99913,4651,47.505673,-122.290199,89907.47
990005:99913,4652,47.505562,-122.290230,89948.87
990005:99913,4653,47.505390,-122.290253,90010.87
990005:99913,4654,47.505226,-122.290237,90072.87
990005:99913,4655,47.505051,-122.290230,90134.67
990005:99913,4656,47.504890,-122.290176,90196.27
990005:99913,4657,47.504631,-122.290062,90292.17
990005:99913,4658,47.502247,-122.289009,91201.97
990005:99913,4659,47.501896,-122.288864,91335.27
990005:99913,4660,47.501667,-122.288795,91420.37
990005:99913,4661,47.501453,-122.288727,91501.27
990005:99913,4662,47.499966,-122.288345,92051.57
990005:99913,4663,47.499680,-122.288261,92157.77
990005:99913,4664,47.499493,-122.288208,92227.27
990005:99913,4665,47.499310,-122.288124,92295.57
990005:99913,4666,47.499130,-122.288040,92363.77
990005:99913,4667,47.498955,-122.287949,92431.97
990005:99913,4668,47.498783,-122.287849,92500.17
990005:99913,4669,47.498592,-122.287712,92576.97
990005:99913,4670,47.498424,-122.287590,92645.17
990005:99913,4671,47.498245,-122.287437,92721.97
990005:99913,4672,47.498062,-122.287277,92798.77
990005:99913,4673,47.497894,-122.287102,92875.57
990005:99913,4674,47.497723,-122.286911,92952.37
990005:99913,4675,47.497585,-122.286728,93020.57
990005:99913,4676,47.497456,-122.286568,93080.37
990005:99913,4677,47.497341,-122.286400,93139.97
990005:99913,4678,47.497227,-122.286224,93199.77
990005:99913,4679,47.497097,-122.286018,93267.97
990005:99913,4680,47.496902,-122.285652,93385.97
990005:99913,4681,47.496323,-122.284546,93729.57
990005:99913,4682,47.496174,-122.284286,93813.57
990005:99913,4683,47.496029,-122.284065,93890.67
990005:99913,4684,47.495846,-122.283806,93983.47
990005:99913,4685,47.495739,-122.283669,94033.37
990005:99913,4686,47.495628,-122.283546,94083.27
990005:99913,4687,47.495422,-122.283340,94176.07
990005:99913,4688,47.495201,-122.283165,94268.87
990005:99913,4689,47.494965,-122.283005,94361.57
990005:99913,4690,47.494732,-122.282875,94454.37
990005:99913,4691,47.494488,-122.282768,94547.17
990005:99913,4692,47.494221,-122.282684,94645.07
990005:99913,4693,47.493828,-122.282608,94789.77
990005:99913,4694,47.491337,-122.282166,95705.57
990005:99913,4695,47.490952,-122.282097,95847.77
990005:99913,4696,47.490669,-122.282028,95952.27
990005:99913,4697,47.490387,-122.281937,96056.57
990005:99913,4698,47.490139,-122.281830,96152.87
990005:99913,4699,47.489868,-122.281677,96257.17
990005:99913,4700,47.489609,-122.281502,96361.37
990005:99913,4701,47.489357,-122.281296,96465.67
990005:99913,4702,47.489120,-122.281059,96569.97
990005:99913,4703,47.488976,-122.280914,96634.17
990005:99913,4704,47.488846,-122.280762,96694.07
990005:99913,4705,47.488712,-122.280594,96756.57
990005:99913,4706,47.488567,-122.280396,96831.67
990005:99913,4707,47.486038,-122.276772,98116.87
990005:99913,4708,47.485725,-122.276337,98272.57
990005:99913,4709,47.484451,-122.274506,98923.37
990005:99913,4710,47.484196,-122.274147,99049.27
990005:99913,4711,47.484020,-122.273933,99133.27
990005:99913,4712,47.483860,-122.273766,99203.47
990005:99913,4713,47.483685,-122.273605,99280.57
990005:99913,4714,47.483501,-122.273453,99357.77
990005:99913,4715,47.483356,-122.273354,99413.57
990005:99913,4716,47.483219,-122.273277,99469.27
990005:99913,4717,47.483078,-122.273193,99524.97
990005:99913,4718,47.482933,-122.273125,99580.77
990005:99913,4719,47.482784,-122.273071,99636.47
990005:99913,4720,47.482628,-122.273026,99692.17
990005:99913,4721,47.482475,-122.273003,99747.97
990005:99913,4722,47.482330,-122.272972,99803.67
990005:99913,4723,47.482079,-122.272957,99894.37
990005:99913,4724,47.481811,-122.272972,99992.37
990005:99913,4725,47.481567,-122.273018,100083.27
990005:99913,4726,47.480823,-122.273125,100354.77
990005:99913,4727,47.480644,-122.273155,100418.97
990005:99913,4728,47.480454,-122.273163,100490.97
990005:99913,4729,47.480209,-122.273155,100578.77
990005:99913,4730,47.479973,-122.273125,100666.47
990005:99913,4731,47.479729,-122.273087,100754.37
990005:99913,4732,47.479523,-122.273026,100834.07
990005:99913,4733,47.479363,-122.272972,100889.97
990005:99913,4734,47.479214,-122.272903,100945.87
990005:99913,4735,47.479053,-122.272835,101010.07
990005:99913,4736,47.478874,-122.272743,101079.67
990005:99913,4737,47.475761,-122.271004,102291.77
990005:99913,4738,47.474876,-122.270515,102637.17
990005:99913,4739,47.474606,-122.270378,102740.27
990005:99913,4740,47.474342,-122.270256,102843.37
990005:99913,4741,47.474033,-122.270119,102961.17
990005:99913,4742,47.473717,-122.269981,103078.97
990005:99913,4743,47.473370,-122.269859,103211.47
990005:99913,4744,47.473057,-122.269753,103329.27
990005:99913,4745,47.472614,-122.269615,103491.17
990005:99913,4746,47.472141,-122.269508,103667.87
990005:99913,4747,47.469555,-122.268959,104620.27
990005:99913,4748,47.469170,-122.268890,104761.77
990005:99913,4749,47.468967,-122.268860,104835.47
990005:99913,4750,47.468796,-122.268852,104899.97
990005:99913,4751,47.468609,-122.268852,104964.47
990005:99913,4752,47.468437,-122.268860,105029.87
990005:99913,4753,47.467011,-122.268982,105551.37
990005:99913,4754,47.466843,-122.269012,105611.37
990005:99913,4755,47.466713,-122.269028,105661.37
990005:99913,4756,47.466576,-122.269066,105711.37
990005:99913,4757,47.466469,-122.269112,105752.67
990005:99913,4758,47.466354,-122.269165,105793.97
990005:99913,4759,47.466236,-122.269241,105840.47
990005:99913,4760,47.466137,-122.269310,105881.87
990005:99913,4761,47.466026,-122.269409,105928.37
990005:99913,4762,47.465935,-122.269508,105969.77
990005:99913,4763,47.465836,-122.269630,106016.27
990005:99913,4764,47.465767,-122.269722,106052.37
990005:99913,4765,47.465691,-122.269829,106088.67
990005:99913,4766,47.465630,-122.269943,106124.87
990005:99913,4767,47.465572,-122.270050,106160.97
990005:99913,4768,47.465511,-122.270172,106197.17
990005:99913,4769,47.465466,-122.270309,106233.37
990005:99913,4770,47.465412,-122.270447,106274.77
990005:99913,4771,47.465374,-122.270584,106310.97
990005:99913,4772,47.465344,-122.270721,106347.17
990005:99913,4773,47.465313,-122.270874,106383.37
990005:99913,4774,47.465279,-122.271133,106450.47
990005:99913,4775,47.465248,-122.271431,106523.87
990005:99913,4776,47.465248,-122.271774,106609.97
990005:99913,4777,47.465260,-122.272003,106667.97
990005:99913,4778,47.465286,-122.272263,106732.47
990005:99913,4779,47.465309,-122.272499,106790.57
990005:99913,4780,47.465347,-122.272728,106848.57
990005:99913,4781,47.465424,-122.273071,106939.57
990005:99913,4782,47.465900,-122.275078,107465.37
990005:99913,4783,47.465961,-122.275406,107547.57
990005:99913,4784,47.466011,-122.275719,107626.97
990005:99913,4785,47.466042,-122.275955,107684.77
990005:99913,4786,47.466061,-122.276169,107742.57
990005:99913,4787,47.466068,-122.276413,107800.37
990005:99913,4788,47.466068,-122.276680,107865.37
990005:99913,4789,47.466068,-122.276909,107923.17
990005:99913,4790,47.466061,-122.277138,107980.97
990005:99913,4791,47.466038,-122.277374,108038.77
990005:99913,4792,47.466011,-122.277603,108096.57
990005:99913,4793,47.465973,-122.277863,108161.47
990005:99913,4794,47.465923,-122.278114,108226.47
990005:99913,4795,47.465866,-122.278358,108291.47
990005:99913,4796,47.465797,-122.278618,108360.77
990005:99913,4797,47.465710,-122.278915,108439.57
990005:99913,4798,47.465607,-122.279190,108518.37
990005:99913,4799,47.465508,-122.279480,108597.07
990005:99913,4800,47.465404,-122.279709,108667.07
990005:99913,4801,47.465309,-122.279930,108728.37
990005:99913,4802,47.465198,-122.280144,108798.37
990005:99913,4803,47.465084,-122.280380,108868.37
990005:99913,4804,47.464958,-122.280594,108938.37
990005:99913,4805,47.464775,-122.280899,109040.27
990005:99913,4806,47.464233,-122.281700,109319.37
990005:99913,4807,47.464096,-122.281921,109394.07
990005:99913,4808,47.463978,-122.282143,109461.17
990005:99913,4809,47.463844,-122.282425,109550.67
990005:99913,4810,47.463711,-122.282738,109640.17
990005:99913,4811,47.463596,-122.283058,109729.77
990005:99913,4812,47.463497,-122.283394,109819.27
990005:99913,4813,47.463440,-122.283615,109878.97
990005:99913,4814,47.463398,-122.283852,109938.77
990005:99913,4815,47.463348,-122.284111,110005.87
990005:99913,4816,47.463314,-122.284355,110065.57
990005:99913,4817,47.463291,-122.284584,110125.27
990005:99913,4818,47.463265,-122.284859,110192.47
990005:99913,4819,47.463257,-122.285118,110258.07
990005:99913,4820,47.463257,-122.285324,110309.17
990005:99913,4821,47.463261,-122.285484,110347.77
990005:99913,4822,47.463276,-122.285622,110384.57
990005:99913,4823,47.463295,-122.285774,110421.27
990005:99913,4824,47.463333,-122.285934,110462.77
990005:99913,4825,47.463406,-122.286194,110531.87
990005:99913,4826,47.463574,-122.286659,110662.67
990005:99913,4827,47.463692,-122.286987,110756.17
990005:99913,4828,47.464211,-122.288437,111161.17
990005:99913,4829,47.464287,-122.288658,111220.97
990005:99913,4830,47.464416,-122.289024,111324.87
990005:99913,4831,47.464466,-122.289177,111364.47
990005:99913,4832,47.464500,-122.289314,111402.07
990005:99913,4833,47.464550,-122.289490,111449.27
990005:99913,4834,47.464565,-122.289642,111486.07
990005:99913,4835,47.464580,-122.289764,111518.57
990005:99913,4836,47.464592,-122.289940,111559.67
990005:99913,4837,47.464596,-122.290077,111594.97
990005:99913,4838,47.464592,-122.290230,111633.27
990005:99913,4839,47.464569,-122.290421,111679.17
990005:99913,4840,47.464550,-122.290596,111725.67
990005:99913,4841,47.464516,-122.290749,111764.67
990005:99913,4842,47.464466,-122.290955,111815.87
990005:99913,4843,47.464405,-122.291153,111872.57
990005:99913,4844,47.464314,-122.291405,111941.87
990005:99913,4845,47.464249,-122.291611,111997.87
990005:99913,4846,47.464149,-122.291840,112064.57
990005:99913,4847,47.464058,-122.292046,112125.87
990005:99913,4848,47.463955,-122.292252,112190.07
990005:99913,4849,47.463848,-122.292442,112248.47
990005:99913,4850,47.463676,-122.292725,112344.07
990005:99913,4851,47.463497,-122.292976,112434.67
990005:99913,4852,47.460903,-122.296265,113682.47
990005:99913,4853,47.458805,-122.298912,114689.07
990005:99913,4854,47.458534,-122.299255,114819.87
990005:99913,4855,47.458290,-122.299515,114931.07
990005:99913,4856,47.458145,-122.299652,114991.77
990005:99913,4857,47.458008,-122.299774,115052.37
990005:99913,4858,47.457859,-122.299889,115113.07
990005:99913,4859,47.457707,-122.299995,115173.77
990005:99913,4860,47.457554,-122.300087,115234.47
990005:99913,4861,47.457401,-122.300171,115295.17
990005:99913,4862,47.457245,-122.300255,115355.77
990005:99913,4863,47.457077,-122.300308,115416.47
990005:99913,4864,47.456913,-122.300362,115477.17
990005:99913,4865,47.456753,-122.300407,115537.87
990005:99913,4866,47.456585,-122.300446,115598.57
990005:99913,4867,47.456402,-122.300476,115667.47
990005:99913,4868,47.456184,-122.300484,115745.87
990005:99913,4869,47.455894,-122.300484,115850.57
990005:99913,4870,47.453316,-122.300499,116792.17
990005:99913,4871,47.453171,-122.300499,116846.87
990005:99913,4872,47.453011,-122.300499,116904.07
990005:99913,4873,47.452843,-122.300484,116966.57
990005:99913,4874,47.452667,-122.300461,117030.37
990005:99913,4875,47.452507,-122.300430,117087.67
990005:99913,4876,47.452358,-122.300392,117145.67
990005:99913,4877,47.452175,-122.300323,117212.87
990005:99913,4878,47.452003,-122.300255,117278.37
990005:99913,4879,47.451847,-122.300186,117335.57
990005:99913,4880,47.451691,-122.300087,117397.67
990005:99913,4881,47.451549,-122.299995,117453.97
990005:99913,4882,47.451401,-122.299889,117514.57
990005:99913,4883,47.451244,-122.299759,117579.97
990005:99913,4884,47.451042,-122.299583,117666.07
990005:99913,4885,47.450901,-122.299431,117732.37
990005:99913,4886,47.450722,-122.299232,117812.87
990005:99913,4887,47.450611,-122.299080,117868.27
990005:99913,4888,47.450508,-122.298927,117920.17
990005:99913,4889,47.450413,-122.298790,117967.47
990005:99913,4890,47.450268,-122.298561,118045.27
990005:99913,4891,47.449982,-122.298126,118197.47
990005:99913,4892,47.449852,-122.297905,118268.77
990005:99913,4893,47.449749,-122.297768,118318.47
990005:99913,4894,47.449696,-122.297699,118346.17
990005:99913,4895,47.449638,-122.297630,118372.57
990005:99913,4896,47.449566,-122.297546,118403.97
990005:99913,4897,47.449467,-122.297455,118449.47
990005:99913,4898,47.449368,-122.297356,118492.67
990005:99913,4899,47.449276,-122.297302,118526.87
990005:99913,4900,47.449200,-122.297264,118558.37
990005:99913,4901,47.449104,-122.297211,118593.97
990005:99913,4902,47.449009,-122.297165,118628.97
990005:99913,4903,47.448906,-122.297127,118668.67
990005:99913,4904,47.448822,-122.297096,118699.87
990005:99913,4905,47.448715,-122.297089,118738.67
990005:99913,4906,47.448582,-122.297073,118788.67
990005:99913,4907,47.448383,-122.297073,118861.57
990005:99913,4908,47.447983,-122.297073,119007.17
990005:99913,4909,47.447468,-122.297058,119195.37
990005:99913,4910,47.447285,-122.297058,119261.07
990005:99913,4911,47.446728,-122.297043,119464.07
990005:99913,4912,47.446480,-122.297028,119553.27
990005:99913,4913,47.446205,-122.297020,119655.37
990005:99913,4914,47.444981,-122.296936,120103.97
990005:99913,4915,47.444252,-122.296883,120367.87
990005:99913,4916,47.443436,-122.296822,120666.17
990005:99913,4917,47.440144,-122.296692,121866.97
990005:99913,4918,47.439594,-122.296677,122067.57
990005:99913,4919,47.439205,-122.296677,122209.47
990005:99913,4920,47.438877,-122.296715,122329.87
990005:99913,4921,47.438469,-122.296783,122480.47
990005:99913,4922,47.438095,-122.296883,122618.67
990005:99913,4923,47.437489,-122.297112,122847.87
990005:99913,4924,47.436974,-122.297302,123040.37
990005:99913,4925,47.436668,-122.297409,123154.87
990005:99913,4926,47.436398,-122.297478,123255.57
990005:99913,4927,47.436180,-122.297523,123336.37
990005:99913,4928,47.434311,-122.297806,124022.27
990005:99913,4929,47.433887,-122.297867,124175.77
990005:99913,4930,47.433491,-122.297905,124320.57
990005:99913,4931,47.432766,-122.297974,124586.97
990005:99913,4932,47.432201,-122.297989,124791.97
990005:99913,4933,47.431675,-122.297974,124982.97
990005:99913,4934,47.430786,-122.297943,125307.57
990005:99913,4935,47.429386,-122.297867,125818.17
990005:99913,4936,47.426266,-122.297668,126959.07
990005:99913,4937,47.425873,-122.297668,127103.17
990005:99913,4938,47.425373,-122.297684,127286.07
990005:99913,4939,47.425098,-122.297699,127385.87
990005:99913,4940,47.424961,-122.297714,127434.37
990005:99913,4941,47.424786,-122.297684,127501.57
990005:99913,4942,47.424694,-122.297684,127533.17
990005:99913,4943,47.424633,-122.297684,127554.77
990005:99913,4944,47.424168,-122.297729,127726.27
990005:99913,4945,47.423973,-122.297737,127795.77
990005:99913,4946,47.423225,-122.297729,128067.47
990005:99913,4947,47.423115,-122.297729,128108.57
99101:99913,2658,47.592285,-122.327095,0.0
99101:99913,2659,47.590309,-122.327095,720.0
99101:99913,2660,47.589775,-122.327179,916.6
99101:99913,2661,47.589592,-122.327179,982.9
99101:99913,2662,47.589424,-122.327179,1044.7
99101:99913,2663,47.589306,-122.327179,1087.9
99101:99913,2664,47.589226,-122.327194,1118.0
99101:99913,2665,47.589142,-122.327209,1148.2
99101:99913,2666,47.589005,-122.327232,1197.7
99101:99913,2667,47.588646,-122.327332,1330.1
99101:99913,2668,47.588562,-122.327354,1361.7
99101:99913,2669,47.588501,-122.327354,1384.6
99101:99913,2670,47.588215,-122.327408,1490.5
99101:99913,2671,47.587910,-122.327408,1600.5
99101:99913,2672,47.579945,-122.327423,4506.6
99101:99913,2673,47.578522,-122.327423,5025.5
99101:99913,2674,47.578453,-122.327423,5052.2
99101:99913,2675,47.578377,-122.327423,5078.8
99101:99913,2676,47.578319,-122.327408,5098.8
99101:99913,2677,47.578270,-122.327408,5118.8
99101:99913,2678,47.578213,-122.327400,5138.8
99101:99913,2679,47.578163,-122.327370,5157.6
99101:99913,2680,47.578136,-122.327354,5167.8
99101:99913,2681,47.578110,-122.327339,5177.9
99101:99913,2682,47.578079,-122.327332,5188.0
99101:99913,2683,47.578060,-122.327316,5198.0
99101:99913,2684,47.578030,-122.327301,5208.1
99101:99913,2685,47.578011,-122.327286,5218.2
99101:99913,2686,47.577984,-122.327263,5228.3
99101:99913,2687,47.577961,-122.327248,5238.4
99101:99913,2688,47.577942,-122.327217,5248.4
99101:99913,2689,47.577915,-122.327194,5258.5
99101:99913,2690,47.577896,-122.327164,5268.6
99101:99913,2691,47.577877,-122.327141,5278.7
99101:99913,2692,47.577850,-122.327110,5288.7
99101:99913,2693,47.577835,-122.327080,5298.8
99101:99913,2694,47.577816,-122.327057,5308.9
99101:99913,2695,47.577801,-122.327026,5319.0
99101:99913,2696,47.577785,-122.326988,5329.0
99101:99913,2697,47.577763,-122.326958,5339.1
99101:99913,2698,47.577743,-122.326920,5349.2
99101:99913,2699,47.577732,-122.326889,5359.3
99101:99913,2700,47.577721,-122.326851,5369.3
99101:99913,2701,47.577713,-122.326820,5379.4
99101:99913,2702,47.577694,-122.326782,5389.5
99101:99913,2703,47.577686,-122.326744,5399.6
99101:99913,2704,47.577679,-122.326714,5406.3
99101:99913,2705,47.577671,-122.326691,5416.4
99101:99913,2706,47.577656,-122.326630,5429.8
99101:99913,2707,47.577652,-122.326576,5443.1
99101:99913,2708,47.577637,-122.326523,5456.5
99101:99913,2709,47.577629,-122.326469,5469.8
99101:99913,2710,47.577625,-122.326416,5483.1
99101:99913,2711,47.577621,-122.326317,5509.8
99101:99913,2712,47.577591,-122.325966,5595.6
99101:99913,2713,47.577557,-122.325455,5721.2
99101:99913,2714,47.577537,-122.325050,5823.0
99101:99913,2715,47.577477,-122.324242,6023.5
99101:99913,2716,47.577461,-122.323997,6085.2
99101:99913,2717,47.577454,-122.323753,6145.1
99101:99913,2718,47.577450,-122.323463,6215.5
99101:99913,2719,47.577450,-122.323204,6279.5
99101:99913,2720,47.577450,-122.322792,6381.3
99101:99913,2721,47.577461,-122.321152,6786.1
99101:99913,2722,47.577457,-122.320869,6856.3
99101:99913,2723,47.577446,-122.320625,6917.1
99101:99913,2724,47.577412,-122.320366,6982.6
99101:99913,2725,47.577354,-122.319832,7114.2
99101:99913,2726,47.577228,-122.318817,7369.3
99101:99913,2727,47.577210,-122.318558,7433.9
99101:99913,2728,47.577190,-122.318329,7492.6
99101:99913,2729,47.577190,-122.318024,7564.5
99101:99913,2730,47.577206,-122.317741,7636.4
99101:99913,2731,47.577232,-122.317451,7708.3
99101:99913,2732,47.577270,-122.317169,7780.3
99101:99913,2733,47.577312,-122.316963,7832.6
99101:99913,2734,47.577358,-122.316757,7884.9
99101:99913,2735,47.577404,-122.316566,7937.2
99101:99913,2736,47.577465,-122.316376,7989.0
99101:99913,2737,47.577579,-122.316048,8079.4
99101:99913,2738,47.578453,-122.313599,8761.4
99101:99913,2739,47.578629,-122.313110,8898.3
99101:99913,2740,47.578800,-122.312561,9047.3
99101:99913,2741,47.579186,-122.311317,9384.0
99101:99913,2742,47.579582,-122.310020,9739.1
99101:99913,2743,47.579643,-122.309814,9792.4
99101:99913,2744,47.579697,-122.309608,9846.5
99101:99913,2745,47.579735,-122.309418,9894.6
99101:99913,2746,47.579773,-122.309212,9949.5
99101:99913,2747,47.579800,-122.309021,9997.5
99101:99913,2748,47.579830,-122.308807,10052.5
99101:99913,2749,47.579845,-122.308571,10107.4
99101:99913,2750,47.579857,-122.308357,10162.4
99101:99913,2751,47.579861,-122.308136,10217.3
99101:99913,2752,47.579857,-122.307915,10272.2
99101:99913,2753,47.579838,-122.307716,10320.2
99101:99913,2754,47.579819,-122.307495,10375.2
99101:99913,2755,47.579800,-122.307304,10423.2
99101:99913,2756,47.579773,-122.307083,10478.2
99101:99913,2757,47.579735,-122.306908,10526.2
99101:99913,2758,47.579685,-122.306686,10581.1
99101:99913,2759,47.579620,-122.306427,10649.3
99101:99913,2760,47.579529,-122.306145,10729.3
99101:99913,2761,47.578587,-122.303329,11502.6
99101:99913,2762,47.578503,-122.303070,11573.9
99101:99913,2763,47.578434,-122.302834,11635.5
99101:99913,2764,47.578339,-122.302429,11742.3
99101:99913,2765,47.578243,-122.302017,11851.2
99101:99913,2766,47.578190,-122.301659,11938.6
99101:99913,2767,47.577999,-122.300156,12319.1
99101:99913,2768,47.577927,-122.299629,12450.2
99101:99913,2769,47.577896,-122.299446,12497.3
99101:99913,2770,47.577873,-122.299324,12528.5
99101:99913,2771,47.577835,-122.299202,12560.8
99101:99913,2772,47.577805,-122.299095,12592.0
99101:99913,2773,47.577763,-122.298981,12620.7
99101:99913,2774,47.577717,-122.298874,12652.9
99101:99913,2775,47.577656,-122.298767,12689.8
99101:99913,2776,47.577599,-122.298653,12722.0
99101:99913,2777,47.577526,-122.298546,12758.8
99101:99913,2778,47.577461,-122.298462,12791.0
99101:99913,2779,47.577381,-122.298370,12827.8
99101:99913,2780,47.577301,-122.298302,12860.1
99101:99913,2781,47.577210,-122.298218,12900.0
99101:99913,2782,47.576466,-122.297661,13205.6
99101:99913,2783,47.575829,-122.297165,13467.3
99101:99913,2784,47.575645,-122.297058,13540.5
99101:99913,2785,47.575451,-122.296959,13613.9
99101:99913,2786,47.575344,-122.296921,13653.4
99101:99913,2787,47.575226,-122.296890,13698.5
99101:99913,2788,47.575100,-122.296867,13743.6
99101:99913,2789,47.574982,-122.296852,13788.7
99101:99913,2790,47.574825,-122.296852,13844.9
99101:99913,2791,47.573299,-122.296883,14402.8
99101:99913,2792,47.570610,-122.296921,15383.6
99101:99913,2793,47.568474,-122.296906,16161.8
99101:99913,2794,47.568180,-122.296906,16270.3
99101:99913,2795,47.567291,-122.296959,16591.1
99101:99913,2796,47.567120,-122.296974,16655.5
99101:99913,2797,47.566944,-122.296959,16720.1
99101:99913,2798,47.566765,-122.296951,16784.6
99101:99913,2799,47.566601,-122.296906,16849.2
99101:99913,2800,47.566421,-122.296867,16913.8
99101:99913,2801,47.566265,-122.296814,16971.3
99101:99913,2802,47.566116,-122.296745,17028.7
99101:99913,2803,47.565964,-122.296661,17086.2
99101:99913,2804,47.565811,-122.296577,17147.7
99101:99913,2805,47.559360,-122.292496,19706.8
99101:99913,2806,47.559048,-122.292305,19829.0
99101:99913,2807,47.556816,-122.290886,20716.0
99101:99913,2808,47.555954,-122.290367,21057.4
99101:99913,2809,47.555649,-122.290184,21173.5
99101:99913,2810,47.555447,-122.290092,21254.3
99101:99913,2811,47.554375,-122.289612,21661.6
99101:99913,2812,47.553963,-122.289421,21818.0
99101:99913,2813,47.551331,-122.288155,22828.5
99101:99913,2814,47.549553,-122.287292,23512.3
99101:99913,2815,47.546642,-122.285896,24629.1
99101:99913,2816,47.545429,-122.285286,25095.7
99101:99913,2817,47.540833,-122.283066,26859.4
99101:99913,2818,47.537556,-122.281372,28124.2
